PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36832697","TREPH: A Plug-In Topological Layer for Graph Neural Networks","Ye X, Sun F, Xiang S.","Entropy (Basel). 2023 Feb 10;25(2):331. doi: 10.3390/e25020331.","Ye X","Entropy (Basel)","2023","2023/02/25","PMC9954936","","10.3390/e25020331"
"36717266","Development of the Functional Connectome Topology in Adolescence: Evidence from Topological Data Analysis","Gracia-Tabuenca Z, Díaz-Patiño JC, Arelio-Ríos I, Moreno-García MB, Barrios FA, Alcauter S.","eNeuro. 2023 Feb 15;10(2):ENEURO.0296-21.2022. doi: 10.1523/ENEURO.0296-21.2022. Print 2023 Feb.","Gracia-Tabuenca Z","eNeuro","2023","2023/01/30","PMC9933932","","10.1523/ENEURO.0296-21.2022"
"34189377","Simplicial and topological descriptions of human brain dynamics","Billings J, Saggar M, Hlinka J, Keilholz S, Petri G.","Netw Neurosci. 2021 Jun 3;5(2):549-568. doi: 10.1162/netn_a_00190. eCollection 2021.","Billings J","Netw Neurosci","2021","2021/06/30","PMC8233107","","10.1162/netn_a_00190"
"38711544","Altered topological structure of the brain white matter in maltreated children through topological data analysis","Chung MK, Azizi T, Hanson JL, Alexander AL, Pollak SD, Davidson RJ.","Netw Neurosci. 2024 Apr 1;8(1):355-376. doi: 10.1162/netn_a_00355. eCollection 2024.","Chung MK","Netw Neurosci","2024","2024/05/07","PMC11073548","","10.1162/netn_a_00355"
"32601601","Review of COVID-19 Antibody Therapies","Chen J, Gao K, Wang R, Nguyen DD, Wei GW.","ArXiv [Preprint]. 2020 Jun 18:arXiv:2006.10584v1.","Chen J","ArXiv","2020","2020/07/01","PMC7316097","",""
"35022611","Toroidal topology of population activity in grid cells","Gardner RJ, Hermansen E, Pachitariu M, Burak Y, Baas NA, Dunn BA, Moser MB, Moser EI.","Nature. 2022 Feb;602(7895):123-128. doi: 10.1038/s41586-021-04268-7. Epub 2022 Jan 12.","Gardner RJ","Nature","2022","2022/01/13","PMC8810387","","10.1038/s41586-021-04268-7"
"32924050","Identification of stem cells from large cell populations with topological scoring","Sardiu ME, Box AC, Haug JS, Washburn MP.","Mol Omics. 2021 Feb 1;17(1):59-65. doi: 10.1039/d0mo00039f. Epub 2020 Sep 14.","Sardiu ME","Mol Omics","2021","2020/09/14","PMC9112426","NIHMS1803764","10.1039/d0mo00039f"
"33949592","Topological data analysis of collective and individual epithelial cells using persistent homology of loops","Bhaskar D, Zhang WY, Wong IY.","Soft Matter. 2021 May 5;17(17):4653-4664. doi: 10.1039/d1sm00072a.","Bhaskar D","Soft Matter","2021","2021/05/05","PMC8276269","NIHMS1718172","10.1039/d1sm00072a"
"29219441","Phase Coexistence in Insect Swarms","Sinhuber M, Ouellette NT.","Phys Rev Lett. 2017 Oct 27;119(17):178003. doi: 10.1103/PhysRevLett.119.178003. Epub 2017 Oct 24.","Sinhuber M","Phys Rev Lett","2017","2017/12/09","","","10.1103/PhysRevLett.119.178003"
"31140053","A Primer on Persistent Homology of Finite Metric Spaces","Mémoli F, Singhal K.","Bull Math Biol. 2019 Jul;81(7):2074-2116. doi: 10.1007/s11538-019-00614-z. Epub 2019 May 28.","Mémoli F","Bull Math Biol","2019","2019/05/30","","","10.1007/s11538-019-00614-z"
"33381678","TDAstats: R pipeline for computing persistent homology in topological data analysis","Wadhwa RR, Williamson DFK, Dhawan A, Scott JG.","J Open Source Softw. 2018 Aug;3(28):860. doi: 10.21105/joss.00860. Epub 2018 Aug 8.","Wadhwa RR","J Open Source Softw","2018","2020/12/31","PMC7771879","NIHMS1653413","10.21105/joss.00860"
"35574575","Contagion Dynamics for Manifold Learning","Mahler BI.","Front Big Data. 2022 Apr 26;5:668356. doi: 10.3389/fdata.2022.668356. eCollection 2022.","Mahler BI","Front Big Data","2022","2022/05/16","PMC9094365","","10.3389/fdata.2022.668356"
"33057043","Topological analysis reveals state transitions in human gut and marine bacterial communities","Chang WK, VanInsberghe D, Kelly L.","NPJ Biofilms Microbiomes. 2020 Oct 14;6(1):41. doi: 10.1038/s41522-020-00145-9.","Chang WK","NPJ Biofilms Microbiomes","2020","2020/10/15","PMC7560872","","10.1038/s41522-020-00145-9"
"30460426","Improved understanding of aqueous solubility modeling through topological data analysis","Pirashvili M, Steinberg L, Belchi Guillamon F, Niranjan M, Frey JG, Brodzki J.","J Cheminform. 2018 Nov 20;10(1):54. doi: 10.1186/s13321-018-0308-5.","Pirashvili M","J Cheminform","2018","2018/11/22","PMC6755597","","10.1186/s13321-018-0308-5"
"31675340","Semi-Supervised Topological Analysis for Elucidating Hidden Structures in High-Dimensional Transcriptome Datasets","Feng T, Davila JI, Liu Y, Lin S, Huang S, Wang C.","IEEE/ACM Trans Comput Biol Bioinform. 2021 Jul-Aug;18(4):1620-1631. doi: 10.1109/TCBB.2019.2950657. Epub 2021 Aug 6.","Feng T","IEEE/ACM Trans Comput Biol Bioinform","2021","2019/11/02","PMC8717470","NIHMS1761207","10.1109/TCBB.2019.2950657"
"38051702","Topological data analysis reveals a core gene expression backbone that defines form and function across flowering plants","Palande S, Kaste JAM, Roberts MD, Segura Abá K, Claucherty C, Dacon J, Doko R, Jayakody TB, Jeffery HR, Kelly N, Manousidaki A, Parks HM, Roggenkamp EM, Schumacher AM, Yang J, Percival S, Pardo J, Husbands AY, Krishnan A, Montgomery BL, Munch E, Thompson AM, Rougon-Cardoso A, Chitwood DH, VanBuren R.","PLoS Biol. 2023 Dec 5;21(12):e3002397. doi: 10.1371/journal.pbio.3002397. eCollection 2023 Dec.","Palande S","PLoS Biol","2023","2023/12/05","PMC10723737","","10.1371/journal.pbio.3002397"
"38849447","Analysis of fibrin networks using topological data analysis - a feasibility study","Berger M, Hell T, Tobiasch A, Martini J, Lindner A, Tauber H, Bachler M, Hermann M.","Sci Rep. 2024 Jun 7;14(1):13123. doi: 10.1038/s41598-024-63935-7.","Berger M","Sci Rep","2024","2024/06/07","PMC11161616","","10.1038/s41598-024-63935-7"
"37547662","Artificial intelligence-aided protein engineering: from topological data analysis to deep protein language models","Qiu Y, Wei GW.","ArXiv [Preprint]. 2023 Jul 27:arXiv:2307.14587v1.","Qiu Y","ArXiv","2023","2023/08/07","PMC10402185","",""
"38441557","Association between aortic valve sclerosis and re-infarction after first myocardial infarction points towards a common pathway. Results of an Observational Study using Topological data analysis","Kardos A.","Eur J Prev Cardiol. 2024 Mar 5:zwae097. doi: 10.1093/eurjpc/zwae097. Online ahead of print.","Kardos A","Eur J Prev Cardiol","2024","2024/03/05","","","10.1093/eurjpc/zwae097"
"35365741","Extending conventional surface roughness ISO parameters using topological data analysis for shot peened surfaces","Senge JF, Astaraee AH, Dłotko P, Bagherifard S, Bosbach WA.","Sci Rep. 2022 Apr 1;12(1):5538. doi: 10.1038/s41598-022-09551-9.","Senge JF","Sci Rep","2022","2022/04/02","PMC8976008","","10.1038/s41598-022-09551-9"
"38343238","Hybrid Topological Data Analysis and Deep Learning for Basal Cell Carcinoma Diagnosis","Maurya A, Stanley RJ, Lama N, Nambisan AK, Patel G, Saeed D, Swinfard S, Smith C, Jagannathan S, Hagerty JR, Stoecker WV.","J Imaging Inform Med. 2024 Feb;37(1):92-106. doi: 10.1007/s10278-023-00924-8. Epub 2024 Jan 12.","Maurya A","J Imaging Inform Med","2024","2024/02/12","PMC10976904","","10.1007/s10278-023-00924-8"
"35907735","Topological data analysis of truncated contagion maps","Klimm F.","Chaos. 2022 Jul;32(7):073108. doi: 10.1063/5.0090114.","Klimm F","Chaos","2022","2022/07/30","","","10.1063/5.0090114"
"35440703","A multi-parameter persistence framework for mathematical morphology","Chung YM, Day S, Hu CS.","Sci Rep. 2022 Apr 19;12(1):6427. doi: 10.1038/s41598-022-09464-7.","Chung YM","Sci Rep","2022","2022/04/20","PMC9019063","","10.1038/s41598-022-09464-7"
"31410377","Topological gene expression networks recapitulate brain anatomy and function","Patania A, Selvaggi P, Veronese M, Dipasquale O, Expert P, Petri G.","Netw Neurosci. 2019 Jul 1;3(3):744-762. doi: 10.1162/netn_a_00094. eCollection 2019.","Patania A","Netw Neurosci","2019","2019/08/15","PMC6663211","","10.1162/netn_a_00094"
"32260065","Gait Rhythm Dynamics for Neuro-Degenerative Disease Classification via Persistence Landscape- Based Topological Representation","Yan Y, Ivanov K, Mumini Omisore O, Igbe T, Liu Q, Nie Z, Wang L.","Sensors (Basel). 2020 Apr 3;20(7):2006. doi: 10.3390/s20072006.","Yan Y","Sensors (Basel)","2020","2020/04/09","PMC7180793","","10.3390/s20072006"
"37921586","Topological data analysis of the synchronization of a network of Rössler chaotic electronic oscillators","Zabaleta-Ortega A, Masoller C, Guzmán-Vargas L.","Chaos. 2023 Nov 1;33(11):113110. doi: 10.1063/5.0167523.","Zabaleta-Ortega A","Chaos","2023","2023/11/03","","","10.1063/5.0167523"
"34518803","Emerging vaccine-breakthrough SARS-CoV-2 variants","Wang R, Chen J, Hozumi Y, Yin C, Wei GW.","ArXiv [Preprint]. 2021 Sep 9:arXiv:2109.04509v1.","Wang R","ArXiv","2021","2021/09/14","PMC8437313","",""
"33339832","Assessment of skin barrier function using skin images with topological data analysis","Koseki K, Kawasaki H, Atsugi T, Nakanishi M, Mizuno M, Naru E, Ebihara T, Amagai M, Kawakami E.","NPJ Syst Biol Appl. 2020 Dec 18;6(1):40. doi: 10.1038/s41540-020-00160-8.","Koseki K","NPJ Syst Biol Appl","2020","2020/12/19","PMC7749164","","10.1038/s41540-020-00160-8"
"32110719","A comparison framework for interleaved persistence modules","Harker S, Kramár M, Levanger R, Mischaikow K.","J Appl Comput Topol. 2019 Jun;3(1-2):85-118. doi: 10.1007/s41468-019-00026-x. Epub 2019 May 16.","Harker S","J Appl Comput Topol","2019","2020/02/29","PMC7044718","NIHMS1559347","10.1007/s41468-019-00026-x"
"39392667","Knot data analysis using multiscale Gauss link integral","Shen L, Feng H, Li F, Lei F, Wu J, Wei GW.","Proc Natl Acad Sci U S A. 2024 Oct 15;121(42):e2408431121. doi: 10.1073/pnas.2408431121. Epub 2024 Oct 11.","Shen L","Proc Natl Acad Sci U S A","2024","2024/10/11","PMC11494316","","10.1073/pnas.2408431121"
"31562358","Molecular phenotyping using networks, diffusion, and topology: soft tissue sarcoma","Mathews JC, Pouryahya M, Moosmüller C, Kevrekidis YG, Deasy JO, Tannenbaum A.","Sci Rep. 2019 Sep 27;9(1):13982. doi: 10.1038/s41598-019-50300-2.","Mathews JC","Sci Rep","2019","2019/09/29","PMC6764992","","10.1038/s41598-019-50300-2"
"39552521","The Combination of Topological Data Analysis and Mathematical Modeling Improves Sleep Stage Prediction From Consumer-Grade Wearables","Lee MP, Kim DW, Mayer C, Walch O, Forger DB.","J Biol Rhythms. 2024 Nov 18:7487304241288607. doi: 10.1177/07487304241288607. Online ahead of print.","Lee MP","J Biol Rhythms","2024","2024/11/18","","","10.1177/07487304241288607"
"34587031","AffectiveTDA: Using Topological Data Analysis to Improve Analysis and Explainability in Affective Computing","Elhamdadi H, Canavan S, Rosen P.","IEEE Trans Vis Comput Graph. 2022 Jan;28(1):769-779. doi: 10.1109/TVCG.2021.3114784. Epub 2021 Dec 29.","Elhamdadi H","IEEE Trans Vis Comput Graph","2022","2021/09/29","","","10.1109/TVCG.2021.3114784"
"38108267","Topological Learning for the Classification of Disorder: An Application to the Design of Metasurfaces","Madeleine T, Podoliak N, Buchnev O, Membrillo Solis I, Orlova T, van Rossem M, Kaczmarek M, D'Alessandro G, Brodzki J.","ACS Nano. 2023 Dec 18;18(1):630-40. doi: 10.1021/acsnano.3c08776. Online ahead of print.","Madeleine T","ACS Nano","2023","2023/12/18","PMC10796169","","10.1021/acsnano.3c08776"
"34966892","Monitoring Weeder Robots and Anticipating Their Functioning by Using Advanced Topological Data Analysis","Frahi T, Sancarlos A, Galle M, Beaulieu X, Chambard A, Falco A, Cueto E, Chinesta F.","Front Artif Intell. 2021 Dec 13;4:761123. doi: 10.3389/frai.2021.761123. eCollection 2021.","Frahi T","Front Artif Intell","2021","2021/12/30","PMC8710805","","10.3389/frai.2021.761123"
"33691025","Topological Feature Extraction and Visualization of Whole Slide Images using Graph Neural Networks","Levy J, Haudenschild C, Barwick C, Christensen B, Vaickus L.","Pac Symp Biocomput. 2021;26:285-296.","Levy J","Pac Symp Biocomput","2021","2021/03/10","PMC7959046","NIHMS1649367",""
"38818128","Constrained Adaptive Distillation Based on Topological Persistence for Wearable Sensor Data","Jeon ES, Choi H, Shukla A, Wang Y, Buman MP, Turaga P.","IEEE Trans Instrum Meas. 2023;72:2532014. doi: 10.1109/tim.2023.3329818. Epub 2023 Nov 3.","Jeon ES","IEEE Trans Instrum Meas","2023","2024/05/31","PMC11137740","NIHMS1945041","10.1109/tim.2023.3329818"
"39071176","Dynamic topological data analysis: a novel fractal dimension-based testing framework with application to brain signals","El-Yaagoubi AB, Chung MK, Ombao H.","Front Neuroinform. 2024 Jul 12;18:1387400. doi: 10.3389/fninf.2024.1387400. eCollection 2024.","El-Yaagoubi AB","Front Neuroinform","2024","2024/07/29","PMC11272560","","10.3389/fninf.2024.1387400"
"32237765","Inferring symbolic dynamics of chaotic flows from persistence","Yalnız G, Budanur NB.","Chaos. 2020 Mar;30(3):033109. doi: 10.1063/1.5122969.","Yalnız G","Chaos","2020","2020/04/03","","","10.1063/1.5122969"
"34087528","Experimental stability analysis of neural networks in classification problems with confidence sets for persistence diagrams","Akai N, Hirayama T, Murase H.","Neural Netw. 2021 Nov;143:42-51. doi: 10.1016/j.neunet.2021.05.007. Epub 2021 May 12.","Akai N","Neural Netw","2021","2021/06/04","","","10.1016/j.neunet.2021.05.007"
"34625491","Multiparameter persistent homology landscapes identify immune cell spatial patterns in tumors","Vipond O, Bull JA, Macklin PS, Tillmann U, Pugh CW, Byrne HM, Harrington HA.","Proc Natl Acad Sci U S A. 2021 Oct 12;118(41):e2102166118. doi: 10.1073/pnas.2102166118.","Vipond O","Proc Natl Acad Sci U S A","2021","2021/10/09","PMC8522280","","10.1073/pnas.2102166118"
"37608713","Zigzag persistence for coral reef resilience using a stochastic spatial model","McDonald RA, Neuhausler R, Robinson M, Larsen LG, Harrington HA, Bruna M.","J R Soc Interface. 2023 Aug;20(205):20230280. doi: 10.1098/rsif.2023.0280. Epub 2023 Aug 23.","McDonald RA","J R Soc Interface","2023","2023/08/23","PMC10445017","","10.1098/rsif.2023.0280"
"34914746","Neural evidence for image quality perception based on algebraic topology","Liu C, Yu D, Ma X, Xie S, Zhang H.","PLoS One. 2021 Dec 16;16(12):e0261223. doi: 10.1371/journal.pone.0261223. eCollection 2021.","Liu C","PLoS One","2021","2021/12/16","PMC8675722","","10.1371/journal.pone.0261223"
"37072999","Persistent homology of coarse-grained state-space networks","Myers AD, Chumley MM, Khasawneh FA, Munch E.","Phys Rev E. 2023 Mar;107(3-1):034303. doi: 10.1103/PhysRevE.107.034303.","Myers AD","Phys Rev E","2023","2023/04/19","","","10.1103/PhysRevE.107.034303"
"33048688","Localized Topological Simplification of Scalar Data","Lukasczyk J, Garth C, Maciejewski R, Tierny J.","IEEE Trans Vis Comput Graph. 2021 Feb;27(2):572-582. doi: 10.1109/TVCG.2020.3030353. Epub 2021 Jan 28.","Lukasczyk J","IEEE Trans Vis Comput Graph","2021","2020/10/13","","","10.1109/TVCG.2020.3030353"
"34587294","Persistent homology of tumor CT scans is associated with survival in lung cancer","Somasundaram E, Litzler A, Wadhwa R, Owen S, Scott J.","Med Phys. 2021 Nov;48(11):7043-7051. doi: 10.1002/mp.15255. Epub 2021 Oct 11.","Somasundaram E","Med Phys","2021","2021/09/29","","","10.1002/mp.15255"
"30967115","Signal enrichment with strain-level resolution in metagenomes using topological data analysis","Guzmán-Sáenz A, Haiminen N, Basu S, Parida L.","BMC Genomics. 2019 Apr 4;20(Suppl 2):194. doi: 10.1186/s12864-019-5490-y.","Guzmán-Sáenz A","BMC Genomics","2019","2019/04/11","PMC6456948","","10.1186/s12864-019-5490-y"
"33585889","Global Patterns of Recombination across Human Viruses","Patiño-Galindo JÁ, Filip I, Rabadan R.","Mol Biol Evol. 2021 May 19;38(6):2520-2531. doi: 10.1093/molbev/msab046.","Patiño-Galindo JÁ","Mol Biol Evol","2021","2021/02/15","PMC8136497","","10.1093/molbev/msab046"
"36722896","Topological data analysis of vortices in the magnetically-induced current density in LiH molecule","Olejniczak M, Tierny J.","Phys Chem Chem Phys. 2023 Feb 22;25(8):5942-5947. doi: 10.1039/d2cp05893f.","Olejniczak M","Phys Chem Chem Phys","2023","2023/02/01","","","10.1039/d2cp05893f"
"31248185","Uncovering Dynamic Brain Reconfiguration in MEG Working Memory n-Back Task Using Topological Data Analysis","Duman AN, Tatar AE, Pirim H.","Brain Sci. 2019 Jun 19;9(6):144. doi: 10.3390/brainsci9060144.","Duman AN","Brain Sci","2019","2019/06/29","PMC6628086","","10.3390/brainsci9060144"
"33897395","Evaluating State Space Discovery by Persistent Cohomology in the Spatial Representation System","Kang L, Xu B, Morozov D.","Front Comput Neurosci. 2021 Apr 8;15:616748. doi: 10.3389/fncom.2021.616748. eCollection 2021.","Kang L","Front Comput Neurosci","2021","2021/04/26","PMC8060447","","10.3389/fncom.2021.616748"
"38531905","Psilocybin enhances insightfulness in meditation: a perspective on the global topology of brain imaging during meditation","Singer B, Meling D, Hirsch-Hoffmann M, Michels L, Kometer M, Smigielski L, Dornbierer D, Seifritz E, Vollenweider FX, Scheidegger M.","Sci Rep. 2024 Mar 26;14(1):7211. doi: 10.1038/s41598-024-55726-x.","Singer B","Sci Rep","2024","2024/03/27","PMC10966054","","10.1038/s41598-024-55726-x"
"36712596","ASPECTS OF TOPOLOGICAL APPROACHES FOR DATA SCIENCE","Grbić J, Wu J, Xia K, Wei GW.","Found Data Sci. 2022 Jun;4(2):165-216. doi: 10.3934/fods.2022002.","Grbić J","Found Data Sci","2022","2023/01/30","PMC9881677","NIHMS1825620","10.3934/fods.2022002"
"26338078","Erratum: topological data analysis of contagion maps for examining spreading processes on networks","Taylor D, Klimm F, Harrington HA, Kramár M, Mischaikow K, Porter MA, Mucha PJ.","Nat Commun. 2015 Sep 4;6:8374. doi: 10.1038/ncomms9374.","Taylor D","Nat Commun","2015","2015/09/05","PMC4569840","","10.1038/ncomms9374"
"33918313","A COVID-19 Drug Repurposing Strategy through Quantitative Homological Similarities Using a Topological Data Analysis-Based Framework","Pérez-Moraga R, Forés-Martos J, Suay-García B, Duval JL, Falcó A, Climent J.","Pharmaceutics. 2021 Apr 2;13(4):488. doi: 10.3390/pharmaceutics13040488.","Pérez-Moraga R","Pharmaceutics","2021","2021/04/30","PMC8066156","","10.3390/pharmaceutics13040488"
"28459448","Single-cell topological RNA-seq analysis reveals insights into cellular differentiation and development","Rizvi AH, Camara PG, Kandror EK, Roberts TJ, Schieren I, Maniatis T, Rabadan R.","Nat Biotechnol. 2017 Jun;35(6):551-560. doi: 10.1038/nbt.3854. Epub 2017 May 1.","Rizvi AH","Nat Biotechnol","2017","2017/05/02","PMC5569300","NIHMS862038","10.1038/nbt.3854"
"38292342","Editorial: Artificial intelligence, biosensing, and brain stimulation in neurodegenerative diseases: progress and challenges","Zou H, Zhang C.","Front Aging Neurosci. 2024 Jan 16;16:1362574. doi: 10.3389/fnagi.2024.1362574. eCollection 2024.","Zou H","Front Aging Neurosci","2024","2024/01/31","PMC10825038","","10.3389/fnagi.2024.1362574"
"26487684","Clique topology reveals intrinsic geometric structure in neural correlations","Giusti C, Pastalkova E, Curto C, Itskov V.","Proc Natl Acad Sci U S A. 2015 Nov 3;112(44):13455-60. doi: 10.1073/pnas.1506407112. Epub 2015 Oct 20.","Giusti C","Proc Natl Acad Sci U S A","2015","2015/10/22","PMC4640785","","10.1073/pnas.1506407112"
"30732719","Network Tomography for Understanding Phenotypic Presentations in Aortic Stenosis","Casaclang-Verzosa G, Shrestha S, Khalil MJ, Cho JS, Tokodi M, Balla S, Alkhouli M, Badhwar V, Narula J, Miller JD, Sengupta PP.","JACC Cardiovasc Imaging. 2019 Feb;12(2):236-248. doi: 10.1016/j.jcmg.2018.11.025.","Casaclang-Verzosa G","JACC Cardiovasc Imaging","2019","2019/02/09","","","10.1016/j.jcmg.2018.11.025"
"29708220","Topological Network Analysis of Electroencephalographic Power Maps","Wang Y, Chung MK, Dentico D, Lutz A, Davidson R.","Connectomics Neuroimaging (2017). 2017;10511:134-142. doi: 10.1007/978-3-319-67159-8_16. Epub 2017 Sep 2.","Wang Y","Connectomics Neuroimaging (2017)","2017","2018/05/01","PMC5922271","NIHMS875270","10.1007/978-3-319-67159-8_16"
"36277610","Method for persistent topological features extraction of schizophrenia patients' electroencephalography signal based on persistent homology","Guo G, Zhao Y, Liu C, Fu Y, Xi X, Jin L, Shi D, Wang L, Duan Y, Huang J, Tan S, Yin G.","Front Comput Neurosci. 2022 Oct 5;16:1024205. doi: 10.3389/fncom.2022.1024205. eCollection 2022.","Guo G","Front Comput Neurosci","2022","2022/10/24","PMC9579369","","10.3389/fncom.2022.1024205"
"39535533","Persistence landscapes: Charting a path to unbiased radiological interpretation","Singh Y, Farrelly C, Hathaway QA, Carlsson G.","Oncotarget. 2024 Nov 12;15:790-792. doi: 10.18632/oncotarget.28671.","Singh Y","Oncotarget","2024","2024/11/13","PMC11559655","","10.18632/oncotarget.28671"
"34134333","Topological persistence machine of phase transitions","Tran QH, Chen M, Hasegawa Y.","Phys Rev E. 2021 May;103(5-1):052127. doi: 10.1103/PhysRevE.103.052127.","Tran QH","Phys Rev E","2021","2021/06/17","","","10.1103/PhysRevE.103.052127"
"30928653","Stratification of asthma phenotypes by airway proteomic signatures","Schofield JPR, Burg D, Nicholas B, Strazzeri F, Brandsma J, Staykova D, Folisi C, Bansal AT, Xian Y, Guo Y, Rowe A, Corfield J, Wilson S, Ward J, Lutter R, Shaw DE, Bakke PS, Caruso M, Dahlen SE, Fowler SJ, Horváth I, Howarth P, Krug N, Montuschi P, Sanak M, Sandström T, Sun K, Pandis I, Riley J, Auffray C, De Meulder B, Lefaudeux D, Sousa AR, Adcock IM, Chung KF, Sterk PJ, Skipp PJ, Djukanović R; U-BIOPRED Study Group.","J Allergy Clin Immunol. 2019 Jul;144(1):70-82. doi: 10.1016/j.jaci.2019.03.013. Epub 2019 Mar 28.","Schofield JPR","J Allergy Clin Immunol","2019","2019/04/01","","","10.1016/j.jaci.2019.03.013"
"37924429","Topological Data Analysis Captures Task-Driven fMRI Profiles in Individual Participants: A Classification Pipeline Based on Persistence","Catanzaro MJ, Rizzo S, Kopchick J, Chowdury A, Rosenberg DR, Bubenik P, Diwadkar VA.","Neuroinformatics. 2024 Jan;22(1):45-62. doi: 10.1007/s12021-023-09645-3. Epub 2023 Nov 4.","Catanzaro MJ","Neuroinformatics","2024","2023/11/04","PMC11268454","NIHMS2008374","10.1007/s12021-023-09645-3"
"26312864","Multidimensional endotypes of asthma: topological data analysis of cross-sectional clinical, pathological, and immunological data","Hinks T, Zhou X, Staples K, Dimitrov B, Manta A, Petrossian T, Lum P, Smith C, Ward J, Howarth P, Walls A, Gadola SD, Djukanović R.","Lancet. 2015 Feb 26;385 Suppl 1:S42. doi: 10.1016/S0140-6736(15)60357-9.","Hinks T","Lancet","2015","2015/08/28","","","10.1016/S0140-6736(15)60357-9"
"34937951","Discussion of 'Event history and topological data analysis'","Chung MK, Ombao H.","Biometrika. 2021 Dec;108(4):775-778. doi: 10.1093/biomet/asab023. Epub 2021 Nov 15.","Chung MK","Biometrika","2021","2021/12/23","PMC8689579","NIHMS1763400","10.1093/biomet/asab023"
"29986145","High-Throughput Screening Approach for Nanoporous Materials Genome Using Topological Data Analysis: Application to Zeolites","Lee Y, Barthel SD, Dłotko P, Moosavi SM, Hess K, Smit B.","J Chem Theory Comput. 2018 Aug 14;14(8):4427-4437. doi: 10.1021/acs.jctc.8b00253. Epub 2018 Jul 30.","Lee Y","J Chem Theory Comput","2018","2018/07/10","PMC6096454","","10.1021/acs.jctc.8b00253"
"33592062","Patient journey through cases of depression from claims database using machine learning algorithms","Kitanishi Y, Fujiwara M, Binkowitz B.","PLoS One. 2021 Feb 16;16(2):e0247059. doi: 10.1371/journal.pone.0247059. eCollection 2021.","Kitanishi Y","PLoS One","2021","2021/02/16","PMC7886120","","10.1371/journal.pone.0247059"
"37279273","Topological insights into the neural basis of flexible behavior","Rouse TC, Ni AM, Huang C, Cohen MR.","Proc Natl Acad Sci U S A. 2023 Jun 13;120(24):e2219557120. doi: 10.1073/pnas.2219557120. Epub 2023 Jun 6.","Rouse TC","Proc Natl Acad Sci U S A","2023","2023/06/06","PMC10268229","","10.1073/pnas.2219557120"
"35907713","Dark soliton detection using persistent homology","Leykam D, Rondón I, Angelakis DG.","Chaos. 2022 Jul;32(7):073133. doi: 10.1063/5.0097053.","Leykam D","Chaos","2022","2022/07/30","","","10.1063/5.0097053"
"33367228","A Kernel for Multi-Parameter Persistent Homology","Corbet R, Fugacci U, Kerber M, Landi C, Wang B.","Comput Graph X. 2019 Dec;2:100005. doi: 10.1016/j.cagx.2019.100005. Epub 2019 Jun 6.","Corbet R","Comput Graph X","2019","2020/12/28","PMC7755142","NIHMS1650240","10.1016/j.cagx.2019.100005"
"37624394","Topological data analysis to identify cardiac resynchronization therapy patients exhibiting benefit from an implantable cardioverter-defibrillator","Veres B, Schwertner WR, Tokodi M, Szijártó Á, Kovács A, Merkel ED, Behon A, Kuthi L, Masszi R, Gellér L, Zima E, Molnár L, Osztheimer I, Becker D, Kosztin A, Merkely B.","Clin Res Cardiol. 2024 Oct;113(10):1430-1442. doi: 10.1007/s00392-023-02281-6. Epub 2023 Aug 25.","Veres B","Clin Res Cardiol","2024","2023/08/25","PMC11420357","","10.1007/s00392-023-02281-6"
"30715238","Objective Morphological Classification of Neocortical Pyramidal Cells","Kanari L, Ramaswamy S, Shi Y, Morand S, Meystre J, Perin R, Abdellah M, Wang Y, Hess K, Markram H.","Cereb Cortex. 2019 Apr 1;29(4):1719-1735. doi: 10.1093/cercor/bhy339.","Kanari L","Cereb Cortex","2019","2019/02/05","PMC6418396","","10.1093/cercor/bhy339"
"39532131","Cocoon microstructures through the lens of topological persistence","Raichenko V, Rosenthal N, Eder M, Evans ME.","J R Soc Interface. 2024 Nov;21(220):20240218. doi: 10.1098/rsif.2024.0218. Epub 2024 Nov 13.","Raichenko V","J R Soc Interface","2024","2024/11/12","PMC11557229","","10.1098/rsif.2024.0218"
"26352147","A New Approach to Investigate the Association between Brain Functional Connectivity and Disease Characteristics of Attention-Deficit/Hyperactivity Disorder: Topological Neuroimaging Data Analysis","Kyeong S, Park S, Cheon KA, Kim JJ, Song DH, Kim E.","PLoS One. 2015 Sep 9;10(9):e0137296. doi: 10.1371/journal.pone.0137296. eCollection 2015.","Kyeong S","PLoS One","2015","2015/09/10","PMC4564101","","10.1371/journal.pone.0137296"
"33118467","Topographical data analysis to identify high-density clusters in stroke patients undergoing post-acute rehabilitation","Bose E, Wood LJ, Wang QM.","Top Stroke Rehabil. 2021 Oct;28(7):498-507. doi: 10.1080/10749357.2020.1841439. Epub 2020 Oct 29.","Bose E","Top Stroke Rehabil","2021","2020/10/29","","","10.1080/10749357.2020.1841439"
"36569587","Analysis of global stock markets' connections with emphasis on the impact of COVID-19","Guo H, Zhao X, Yu H, Zhang X.","Physica A. 2021 May 1;569:125774. doi: 10.1016/j.physa.2021.125774. Epub 2021 Jan 27.","Guo H","Physica A","2021","2022/12/26","PMC9759673","","10.1016/j.physa.2021.125774"
"37961747","Topological inference on brain networks across subtypes of post-stroke aphasia","Wang Y, Yin J, Desai RH.","ArXiv [Preprint]. 2023 Nov 2:arXiv:2311.01625v1.","Wang Y","ArXiv","2023","2023/11/14","PMC10635302","",""
